loyaltynum,id,score,prob_score,CarID,CurrentEmploymentType,CurrentEmploymentTitle,Name
L2490,24,1.3657039716424118,0.04138496883764883,24,Security,Perimeter Control,Minke Mies
L2490,25,0.4376685833638171,0.013262684344358091,25,Engineering,Geologist,Kanon Herrero
L2490,26,0.22805734938151354,0.0069108287691367724,26,Engineering,Drill Site Manager,Marin Onda
L2490,27,0.1650917564741477,0.005002780499216596,27,Engineering,Drill Technician,Kare Orilla
L2490,28,1.0779741139888852,0.03266588224208743,28,Engineering,Drill Technician,Isande Borrasca
L2490,29,0.21688417309968422,0.006572247669687399,29,Facilities,Facilities Group Manager,Bertrand Ovan
L2490,30,3.935789769961797,0.11926635666550899,30,Security,Security Group Manager,Felix Resumir
L2490,31,0.018791694831973647,0.0005694452979385953,31,Executive,President/CEO,Sten Sanjorge Jr.
L2490,32,0.34621997382089803,0.010491514358209029,32,Executive,SVP/COO,Orhan Strum
L2490,33,1.7450643797730974,0.05288073878100294,33,Engineering,Drill Technician,Brand Tempestad
L2490,34,0.24126785435407466,0.007311147101638624,34,Security,Perimeter Control,Edvard Vann
L2490,35,0.3908766706348623,0.011844747594995824,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L2490,101,0.0456410938238311,0.0013830634492070027,101,Truck Driver,Truck Driver,Truck Driver 101
L2490,105,0.11004826253782257,0.003334795834479471,105,Truck Driver,Truck Driver,Truck Driver 105
L2490,106,0.020918280498702754,0.0006338872878394773,106,Truck Driver,Truck Driver,Truck Driver 106
L2490,107,0.07650169316454476,0.0023182331261983255,107,Truck Driver,Truck Driver,Truck Driver 107
L2769,1,0.2751692529190415,0.018344616861269435,1,Information Technology,IT Helpdesk,Nils Calixto
L2769,2,0.46937628889352906,0.03129175259290194,2,Engineering,Engineer,Lars Azada
L2769,3,0.863924725242421,0.057594981682828075,3,Engineering,Engineer,Felix Balas
L2769,4,0.4237929795865221,0.028252865305768145,4,Executive,SVP/CFO,Ingrid Barranco
L2769,5,0.2290042555418455,0.015266950369456368,5,Information Technology,IT Technician,Isak Baza
L2769,6,0.13711281067671136,0.009140854045114092,6,Information Technology,IT Group Manager,Linnea Bergen
L2769,7,0.09396436429526726,0.006264290953017818,7,Engineering,Drill Technician,Elsa Orilla
L2769,8,0.20032338278276102,0.013354892185517402,8,Information Technology,IT Technician,Lucas Alcazar
L2769,9,0.2696968444287451,0.017979789628583008,9,Engineering,Drill Technician,Gustav Cazar
L2769,10,0.22868696757356433,0.015245797838237624,10,Executive,SVP/CIO,Ada Campo-Corrente
L2769,11,0.5535775712782077,0.036905171418547184,11,Engineering,Hydraulic Technician,Axel Calzas
L2769,12,0.353883702301081,0.02359224682007207,12,Security,Site Control,Hideki Cocinaro
L2769,13,0.7350388958076873,0.04900259305384583,13,Security,Site Control,Inga Ferro
L2769,14,0.39406271626586264,0.02627084775105751,14,Engineering,Engineering Group Manager,Lidelse Dedos
L2769,15,0.3514195002673812,0.023427966684492086,15,Security,Site Control,Loreto Bodrogi
L2769,16,0.2649350799363563,0.017662338662423754,16,Security,Perimeter Control,Isia Vann
L2769,17,0.3464509003329783,0.023096726688865223,17,Information Technology,IT Technician,Sven Flecha
L2769,18,0.111865391514528,0.0074576927676352,18,Engineering,Geologist,Birgitta Frente
L2769,19,0.5711225971908918,0.03807483981272612,19,Engineering,Hydraulic Technician,Vira Frente
L2769,20,0.3897811310369563,0.025985408735797088,20,Security,Building Control,Stenig Fusil
L2769,21,0.6459083025882523,0.04306055350588349,21,Security,Perimeter Control,Hennie Osvaldo
L2769,22,0.33052599046574754,0.02203506603104984,22,Security,Badging Office,Adra Nubarron
L2769,23,0.21277131407088756,0.014184754271392506,23,Security,Badging Office,Varja Lagos
L2769,24,0.6035236081887632,0.040234907212584214,24,Security,Perimeter Control,Minke Mies
L2769,25,0.0593791427308882,0.003958609515392547,25,Engineering,Geologist,Kanon Herrero
L2769,26,0.16297592273322786,0.010865061515548526,26,Engineering,Drill Site Manager,Marin Onda
L2769,27,0.48676355685047135,0.032450903790031425,27,Engineering,Drill Technician,Kare Orilla
L2769,28,0.10326588722550585,0.006884392481700391,28,Engineering,Drill Technician,Isande Borrasca
L2769,29,0.268235576053986,0.0178823717369324,29,Facilities,Facilities Group Manager,Bertrand Ovan
L2769,30,0.19128981570794823,0.012752654380529884,30,Security,Security Group Manager,Felix Resumir
L2769,32,0.12416843811994434,0.008277895874662957,32,Executive,SVP/COO,Orhan Strum
L2769,33,0.15957590852701015,0.010638393901800677,33,Engineering,Drill Technician,Brand Tempestad
L2769,34,0.41451953660665614,0.02763463577377708,34,Security,Perimeter Control,Edvard Vann
L2769,35,0.4586388914430664,0.03057592609620443,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L2769,101,0.5948737219628102,0.039658248130854015,101,Truck Driver,Truck Driver,Truck Driver 101
L2769,104,1.9068739340916547,0.12712492893944366,104,Truck Driver,Truck Driver,Truck Driver 104
L2769,106,0.5189251149766859,0.0345950076651124,106,Truck Driver,Truck Driver,Truck Driver 106
L2769,107,0.4945959797841546,0.032973065318943645,107,Truck Driver,Truck Driver,Truck Driver 107
L3014,1,0.15457598948231324,0.01030506596548755,1,Information Technology,IT Helpdesk,Nils Calixto
L3014,2,1.1328251577012811,0.07552167718008541,2,Engineering,Engineer,Lars Azada
L3014,3,1.2654421163261487,0.08436280775507658,3,Engineering,Engineer,Felix Balas
L3014,4,0.06828407372347295,0.004552271581564863,4,Executive,SVP/CFO,Ingrid Barranco
L3014,5,0.016894381767673904,0.0011262921178449268,5,Information Technology,IT Technician,Isak Baza
L3014,6,0.032615508419091645,0.002174367227939443,6,Information Technology,IT Group Manager,Linnea Bergen
L3014,7,0.0707688139725865,0.004717920931505766,7,Engineering,Drill Technician,Elsa Orilla
L3014,8,0.12325702653019108,0.008217135102012739,8,Information Technology,IT Technician,Lucas Alcazar
L3014,9,2.217619866624862,0.14784132444165748,9,Engineering,Drill Technician,Gustav Cazar
L3014,10,0.057053599397207846,0.00380357329314719,10,Executive,SVP/CIO,Ada Campo-Corrente
L3014,11,1.6349458634796674,0.10899639089864449,11,Engineering,Hydraulic Technician,Axel Calzas
L3014,12,0.006492044838886448,0.00043280298925909655,12,Security,Site Control,Hideki Cocinaro
L3014,13,0.3751762058302064,0.025011747055347092,13,Security,Site Control,Inga Ferro
L3014,14,0.24508233452281414,0.016338822301520943,14,Engineering,Engineering Group Manager,Lidelse Dedos
L3014,15,0.685600780210151,0.04570671868067674,15,Security,Site Control,Loreto Bodrogi
L3014,16,0.3405284227966541,0.02270189485311027,16,Security,Perimeter Control,Isia Vann
L3014,17,0.27170347093084624,0.018113564728723084,17,Information Technology,IT Technician,Sven Flecha
L3014,18,0.2398950297854716,0.015993001985698106,18,Engineering,Geologist,Birgitta Frente
L3014,19,1.761890302813863,0.11745935352092421,19,Engineering,Hydraulic Technician,Vira Frente
L3014,20,0.2044620480591577,0.013630803203943848,20,Security,Building Control,Stenig Fusil
L3014,21,0.6604715676768748,0.044031437845124984,21,Security,Perimeter Control,Hennie Osvaldo
L3014,22,0.35337159722688494,0.02355810648179233,22,Security,Badging Office,Adra Nubarron
L3014,23,0.37661697637809843,0.02510779842520656,23,Security,Badging Office,Varja Lagos
L3014,24,0.1553009587426627,0.010353397249510846,24,Security,Perimeter Control,Minke Mies
L3014,25,0.18898277066773408,0.012598851377848939,25,Engineering,Geologist,Kanon Herrero
L3014,26,0.10333894257703266,0.006889262838468844,26,Engineering,Drill Site Manager,Marin Onda
L3014,27,0.02069663192467332,0.001379775461644888,27,Engineering,Drill Technician,Kare Orilla
L3014,28,1.2391190127953287,0.08260793418635524,28,Engineering,Drill Technician,Isande Borrasca
L3014,29,0.028908648255090548,0.0019272432170060365,29,Facilities,Facilities Group Manager,Bertrand Ovan
L3014,30,0.47794011956234295,0.03186267463748953,30,Security,Security Group Manager,Felix Resumir
L3014,32,0.06616351799822841,0.004410901199881894,32,Executive,SVP/COO,Orhan Strum
L3014,33,0.15435852178097176,0.01029056811873145,33,Engineering,Drill Technician,Brand Tempestad
L3014,34,0.10595107184488076,0.0070634047896587174,34,Security,Perimeter Control,Edvard Vann
L3014,35,0.09387234547395895,0.006258156364930597,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L3014,101,0.044063538973032876,0.0029375692648688583,101,Truck Driver,Truck Driver,Truck Driver 101
L3014,105,0.025730740909657303,0.001715382727310487,105,Truck Driver,Truck Driver,Truck Driver 105
L3191,1,0.08086550194946278,0.005391033463297518,1,Information Technology,IT Helpdesk,Nils Calixto
L3191,2,1.4355455335392393,0.09570303556928261,2,Engineering,Engineer,Lars Azada
L3191,3,3.068663393893022,0.2045775595928681,3,Engineering,Engineer,Felix Balas
L3191,4,0.15931497857398874,0.010620998571599248,4,Executive,SVP/CFO,Ingrid Barranco
L3191,5,0.014893753306493895,0.000992916887099593,5,Information Technology,IT Technician,Isak Baza
L3191,6,0.136888015152859,0.009125867676857266,6,Information Technology,IT Group Manager,Linnea Bergen
L3191,7,0.1719543789691235,0.011463625264608231,7,Engineering,Drill Technician,Elsa Orilla
L3191,8,0.10178804679897349,0.006785869786598232,8,Information Technology,IT Technician,Lucas Alcazar
L3191,9,0.8202608521067611,0.0546840568071174,9,Engineering,Drill Technician,Gustav Cazar
L3191,10,0.20649724220764276,0.013766482813842849,10,Executive,SVP/CIO,Ada Campo-Corrente
L3191,11,1.6048535235235888,0.10699023490157257,11,Engineering,Hydraulic Technician,Axel Calzas
L3191,12,0.21867401175378418,0.014578267450252277,12,Security,Site Control,Hideki Cocinaro
L3191,13,0.33703508994535647,0.022469005996357094,13,Security,Site Control,Inga Ferro
L3191,14,0.2265358981545271,0.015102393210301804,14,Engineering,Engineering Group Manager,Lidelse Dedos
L3191,15,0.3808735825407198,0.025391572169381316,15,Security,Site Control,Loreto Bodrogi
L3191,16,0.02208060764419582,0.0014720405096130544,16,Security,Perimeter Control,Isia Vann
L3191,17,0.4351220256518217,0.029008135043454775,17,Information Technology,IT Technician,Sven Flecha
L3191,18,0.23131407634819307,0.01542093842321287,18,Engineering,Geologist,Birgitta Frente
L3191,19,1.7792593907758478,0.11861729271838985,19,Engineering,Hydraulic Technician,Vira Frente
L3191,20,0.03426789811803542,0.002284526541202361,20,Security,Building Control,Stenig Fusil
L3191,21,0.025878405588848533,0.0017252270392565687,21,Security,Perimeter Control,Hennie Osvaldo
L3191,22,0.4277054801809518,0.028513698678730114,22,Security,Badging Office,Adra Nubarron
L3191,23,0.4769041676185201,0.031793611174568005,23,Security,Badging Office,Varja Lagos
L3191,24,0.6030407156743087,0.04020271437828724,24,Security,Perimeter Control,Minke Mies
L3191,25,0.042219220098638884,0.002814614673242592,25,Engineering,Geologist,Kanon Herrero
L3191,26,0.18921120390026086,0.01261408026001739,26,Engineering,Drill Site Manager,Marin Onda
L3191,27,0.17842506471113334,0.011895004314075554,27,Engineering,Drill Technician,Kare Orilla
L3191,28,0.28992073430063503,0.019328048953375667,28,Engineering,Drill Technician,Isande Borrasca
L3191,29,0.0283044441442544,0.0018869629429502932,29,Facilities,Facilities Group Manager,Bertrand Ovan
L3191,30,0.4941620890782759,0.03294413927188506,30,Security,Security Group Manager,Felix Resumir
L3191,32,0.1241786345139773,0.008278575634265152,32,Executive,SVP/COO,Orhan Strum
L3191,33,0.3997449905255416,0.0266496660350361,33,Engineering,Drill Technician,Brand Tempestad
L3191,34,0.06523052252015249,0.004348701501343499,34,Security,Perimeter Control,Edvard Vann
L3191,35,0.18110313900664415,0.012073542600442942,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L3191,105,0.007283387184219717,0.00048555914561464777,105,Truck Driver,Truck Driver,Truck Driver 105
L3259,1,1.6701371728357135,0.06680548691342852,1,Information Technology,IT Helpdesk,Nils Calixto
L3259,2,0.035310273201824435,0.0014124109280729772,2,Engineering,Engineer,Lars Azada
L3259,3,0.17513922636476661,0.007005569054590663,3,Engineering,Engineer,Felix Balas
L3259,4,0.04947016354091498,0.001978806541636599,4,Executive,SVP/CFO,Ingrid Barranco
L3259,5,0.262769812417981,0.010510792496719237,5,Information Technology,IT Technician,Isak Baza
L3259,6,0.2686356005249689,0.010745424020998753,6,Information Technology,IT Group Manager,Linnea Bergen
L3259,7,0.2599197925717402,0.010396791702869607,7,Engineering,Drill Technician,Elsa Orilla
L3259,8,1.7982112492379805,0.0719284499695192,8,Information Technology,IT Technician,Lucas Alcazar
L3259,9,0.10544002037624538,0.004217600815049814,9,Engineering,Drill Technician,Gustav Cazar
L3259,10,0.22023505926961084,0.008809402370784432,10,Executive,SVP/CIO,Ada Campo-Corrente
L3259,11,0.1569562275422282,0.006278249101689127,11,Engineering,Hydraulic Technician,Axel Calzas
L3259,12,0.3388051045662315,0.013552204182649257,12,Security,Site Control,Hideki Cocinaro
L3259,13,1.2808660462522183,0.051234641850088726,13,Security,Site Control,Inga Ferro
L3259,14,0.5336280330430706,0.02134512132172282,14,Engineering,Engineering Group Manager,Lidelse Dedos
L3259,15,1.5791230857390555,0.0631649234295622,15,Security,Site Control,Loreto Bodrogi
L3259,16,1.276167427085579,0.05104669708342315,16,Security,Perimeter Control,Isia Vann
L3259,17,0.20229959691768568,0.008091983876707426,17,Information Technology,IT Technician,Sven Flecha
L3259,18,0.2864994210172518,0.01145997684069007,18,Engineering,Geologist,Birgitta Frente
L3259,19,0.043214814125852374,0.0017285925650340947,19,Engineering,Hydraulic Technician,Vira Frente
L3259,20,0.26429792404826813,0.010571916961930723,20,Security,Building Control,Stenig Fusil
L3259,21,1.663659113250024,0.06654636453000096,21,Security,Perimeter Control,Hennie Osvaldo
L3259,22,2.9412994758643873,0.11765197903457547,22,Security,Badging Office,Adra Nubarron
L3259,23,3.1927896466844454,0.1277115858673778,23,Security,Badging Office,Varja Lagos
L3259,24,0.8262510456079383,0.033050041824317526,24,Security,Perimeter Control,Minke Mies
L3259,25,0.2102580239700616,0.008410320958802463,25,Engineering,Geologist,Kanon Herrero
L3259,26,0.4058003557858487,0.016232014231433948,26,Engineering,Drill Site Manager,Marin Onda
L3259,27,0.25506181303162057,0.010202472521264822,27,Engineering,Drill Technician,Kare Orilla
L3259,28,0.486403712509234,0.019456148500369357,28,Engineering,Drill Technician,Isande Borrasca
L3259,29,0.3040702329323302,0.012162809317293207,29,Facilities,Facilities Group Manager,Bertrand Ovan
L3259,30,2.8374153340139046,0.11349661336055616,30,Security,Security Group Manager,Felix Resumir
L3259,32,0.039801075004806355,0.001592043000192254,32,Executive,SVP/COO,Orhan Strum
L3259,33,0.11785226358279371,0.004714090543311748,33,Engineering,Drill Technician,Brand Tempestad
L3259,34,0.5415079649477769,0.021660318597911073,34,Security,Perimeter Control,Edvard Vann
L3259,35,0.22596334755867584,0.009038533902347032,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L3259,101,0.014373813684228923,0.0005749525473691568,101,Truck Driver,Truck Driver,Truck Driver 101
L3259,105,0.057339289021049296,0.0022935715608419717,105,Truck Driver,Truck Driver,Truck Driver 105
L3259,106,0.01809587984777071,0.0007238351939108283,106,Truck Driver,Truck Driver,Truck Driver 106
L3259,107,0.05493156202391911,0.002197262480956764,107,Truck Driver,Truck Driver,Truck Driver 107
L3288,1,0.49030331744939065,0.02228651442951776,1,Information Technology,IT Helpdesk,Nils Calixto
L3288,2,0.12290778984501086,0.005586717720227766,2,Engineering,Engineer,Lars Azada
L3288,4,0.05741657352706371,0.0026098442512301687,4,Executive,SVP/CFO,Ingrid Barranco
L3288,5,4.855044529060702,0.22068384223003193,5,Information Technology,IT Technician,Isak Baza
L3288,6,0.07304467218718207,0.0033202123721446392,6,Information Technology,IT Group Manager,Linnea Bergen
L3288,7,0.007267783532011933,0.0003303537969096333,7,Engineering,Drill Technician,Elsa Orilla
L3288,8,0.18211186443079166,0.00827781201958144,8,Information Technology,IT Technician,Lucas Alcazar
L3288,9,0.09828474434948334,0.00446748837952197,9,Engineering,Drill Technician,Gustav Cazar
L3288,10,0.02807470926817808,0.0012761231485535491,10,Executive,SVP/CIO,Ada Campo-Corrente
L3288,11,0.1964156892857135,0.008927985876623341,11,Engineering,Hydraulic Technician,Axel Calzas
L3288,12,0.2661203039192216,0.012096377450873708,12,Security,Site Control,Hideki Cocinaro
L3288,13,0.5620660303133995,0.025548455923336343,13,Security,Site Control,Inga Ferro
L3288,14,0.0400369321616848,0.0018198605528038545,14,Engineering,Engineering Group Manager,Lidelse Dedos
L3288,15,0.39522799618926374,0.017964908917693808,15,Security,Site Control,Loreto Bodrogi
L3288,16,0.16768791038071573,0.007622177744577988,16,Security,Perimeter Control,Isia Vann
L3288,17,0.43344826224599076,0.019702193738454124,17,Information Technology,IT Technician,Sven Flecha
L3288,18,0.05678026285825668,0.002580921039011667,18,Engineering,Geologist,Birgitta Frente
L3288,19,0.09778766289702363,0.004444893768046528,19,Engineering,Hydraulic Technician,Vira Frente
L3288,20,0.027471342931724083,0.0012486974059874583,20,Security,Building Control,Stenig Fusil
L3288,21,0.42024287019838497,0.019101948645381134,21,Security,Perimeter Control,Hennie Osvaldo
L3288,22,2.0392527205113335,0.09269330547778788,22,Security,Badging Office,Adra Nubarron
L3288,23,0.7923176961019598,0.036014440731907266,23,Security,Badging Office,Varja Lagos
L3288,24,0.3623926215288386,0.016472391887674482,24,Security,Perimeter Control,Minke Mies
L3288,25,0.15245848054447259,0.006929930933839663,25,Engineering,Geologist,Kanon Herrero
L3288,26,0.03972000426083104,0.0018054547391286836,26,Engineering,Drill Site Manager,Marin Onda
L3288,27,0.026133815895826244,0.0011879007225375565,27,Engineering,Drill Technician,Kare Orilla
L3288,28,2.949866477109348,0.13408483986860673,28,Engineering,Drill Technician,Isande Borrasca
L3288,29,0.034266699265729186,0.0015575772393513266,29,Facilities,Facilities Group Manager,Bertrand Ovan
L3288,30,0.5686933205985957,0.025849696390845257,30,Security,Security Group Manager,Felix Resumir
L3288,31,0.005264149303039963,0.00023927951377454378,31,Executive,President/CEO,Sten Sanjorge Jr.
L3288,32,4.138338436264125,0.18810629255746025,32,Executive,SVP/COO,Orhan Strum
L3288,33,0.39436298496685873,0.017925590225766307,33,Engineering,Drill Technician,Brand Tempestad
L3288,34,0.048721516250595426,0.0022146143750270647,34,Security,Perimeter Control,Edvard Vann
L3288,35,1.8514545470046848,0.08415702486384931,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L3288,105,0.019015283362565708,0.0008643310619348049,105,Truck Driver,Truck Driver,Truck Driver 105
L3295,1,0.13043155130555417,0.009316539378968156,1,Information Technology,IT Helpdesk,Nils Calixto
L3295,2,0.24844939303244384,0.01774638521660313,2,Engineering,Engineer,Lars Azada
L3295,3,0.043942170785408345,0.003138726484672025,3,Engineering,Engineer,Felix Balas
L3295,4,0.008551194878694093,0.0006107996341924352,4,Executive,SVP/CFO,Ingrid Barranco
L3295,5,0.031807623952326294,0.002271973139451878,5,Information Technology,IT Technician,Isak Baza
L3295,6,2.4767161826621407,0.17690829876158148,6,Information Technology,IT Group Manager,Linnea Bergen
L3295,7,0.09536180043381563,0.006811557173843974,7,Engineering,Drill Technician,Elsa Orilla
L3295,8,0.07464269379884751,0.005331620985631965,8,Information Technology,IT Technician,Lucas Alcazar
L3295,9,0.03749605967450204,0.002678289976750146,9,Engineering,Drill Technician,Gustav Cazar
L3295,10,0.11779429813549455,0.008413878438249612,10,Executive,SVP/CIO,Ada Campo-Corrente
L3295,11,0.02931344656410461,0.002093817611721758,11,Engineering,Hydraulic Technician,Axel Calzas
L3295,12,0.06124597558890291,0.004374712542064493,12,Security,Site Control,Hideki Cocinaro
L3295,13,0.0651990978298286,0.004657078416416329,13,Security,Site Control,Inga Ferro
L3295,14,0.2204652106495931,0.015747515046399506,14,Engineering,Engineering Group Manager,Lidelse Dedos
L3295,15,0.1264090381287337,0.009029217009195263,15,Security,Site Control,Loreto Bodrogi
L3295,16,0.1697330623816247,0.01212379017011605,16,Security,Perimeter Control,Isia Vann
L3295,17,0.256370856720751,0.018312204051482213,17,Information Technology,IT Technician,Sven Flecha
L3295,18,0.12031233273304182,0.00859373805236013,18,Engineering,Geologist,Birgitta Frente
L3295,19,0.12607211004849708,0.009005150717749792,19,Engineering,Hydraulic Technician,Vira Frente
L3295,20,0.18497957455223227,0.013212826753730877,20,Security,Building Control,Stenig Fusil
L3295,21,0.20457266841759142,0.014612333458399388,21,Security,Perimeter Control,Hennie Osvaldo
L3295,22,1.2770714826311043,0.09121939161650745,22,Security,Badging Office,Adra Nubarron
L3295,23,1.2329488576227416,0.08806777554448154,23,Security,Badging Office,Varja Lagos
L3295,24,0.8747347533362363,0.062481053809731166,24,Security,Perimeter Control,Minke Mies
L3295,25,0.9674834319766712,0.06910595942690509,25,Engineering,Geologist,Kanon Herrero
L3295,26,0.2407769490528472,0.0171983535037748,26,Engineering,Drill Site Manager,Marin Onda
L3295,27,0.05513155158104984,0.003937967970074989,27,Engineering,Drill Technician,Kare Orilla
L3295,28,0.47752573762957745,0.03410898125925553,28,Engineering,Drill Technician,Isande Borrasca
L3295,29,2.1349463325696854,0.15249616661212037,29,Facilities,Facilities Group Manager,Bertrand Ovan
L3295,30,1.2598795781839551,0.08999139844171108,30,Security,Security Group Manager,Felix Resumir
L3295,32,0.03871674816759388,0.002765482011970991,32,Executive,SVP/COO,Orhan Strum
L3295,33,0.25935418081257977,0.018525298629469982,33,Engineering,Drill Technician,Brand Tempestad
L3295,34,0.14450675510093677,0.01032191107863834,34,Security,Perimeter Control,Edvard Vann
L3295,35,0.10079719336333182,0.007199799525952273,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L3295,101,0.053250179899256414,0.0038035842785183152,101,Truck Driver,Truck Driver,Truck Driver 101
L3295,105,0.05300992579830412,0.0037864232713074367,105,Truck Driver,Truck Driver,Truck Driver 105
L3317,1,0.12797499416899613,0.011634090378999646,1,Information Technology,IT Helpdesk,Nils Calixto
L3317,2,0.0992344235901572,0.009021311235468836,2,Engineering,Engineer,Lars Azada
L3317,3,0.11270113935093505,0.010245558122812276,3,Engineering,Engineer,Felix Balas
L3317,4,0.09294111744692524,0.00844919249517502,4,Executive,SVP/CFO,Ingrid Barranco
L3317,5,0.07853886355374398,0.007139896686703997,5,Information Technology,IT Technician,Isak Baza
L3317,6,0.26734398407693405,0.024303998552448546,6,Information Technology,IT Group Manager,Linnea Bergen
L3317,7,0.04772840826415855,0.004338946205832595,7,Engineering,Drill Technician,Elsa Orilla
L3317,9,0.11836600364439674,0.010760545785854248,9,Engineering,Drill Technician,Gustav Cazar
L3317,10,0.07934532522130691,0.007213211383755172,10,Executive,SVP/CIO,Ada Campo-Corrente
L3317,11,0.1110697542515219,0.010097250386501989,11,Engineering,Hydraulic Technician,Axel Calzas
L3317,12,0.08143911177073238,0.007403555615521124,12,Security,Site Control,Hideki Cocinaro
L3317,13,0.12571903447103103,0.011429003133730091,13,Security,Site Control,Inga Ferro
L3317,14,0.1398559709959319,0.012714179181448352,14,Engineering,Engineering Group Manager,Lidelse Dedos
L3317,15,0.04562738860123341,0.004147944418293945,15,Security,Site Control,Loreto Bodrogi
L3317,16,0.040112386832703184,0.003646580621154834,16,Security,Perimeter Control,Isia Vann
L3317,17,0.13631970231735227,0.012392700210668387,17,Information Technology,IT Technician,Sven Flecha
L3317,19,0.11205205830536219,0.010186550755032924,19,Engineering,Hydraulic Technician,Vira Frente
L3317,20,0.10016926728666485,0.00910629702606044,20,Security,Building Control,Stenig Fusil
L3317,21,0.27581662290070297,0.025074238445518447,21,Security,Perimeter Control,Hennie Osvaldo
L3317,22,0.05942838672031599,0.0054025806109378165,22,Security,Badging Office,Adra Nubarron
L3317,23,0.03457132088041163,0.003142847352764693,23,Security,Badging Office,Varja Lagos
L3317,24,0.2291152011088769,0.020828654646261532,24,Security,Perimeter Control,Minke Mies
L3317,25,0.136283468981297,0.012389406271026998,25,Engineering,Geologist,Kanon Herrero
L3317,26,0.08367174301439051,0.007606522092217318,26,Engineering,Drill Site Manager,Marin Onda
L3317,27,0.11872107961097919,0.010792825419179924,27,Engineering,Drill Technician,Kare Orilla
L3317,28,0.052453038577176266,0.004768458052470568,28,Engineering,Drill Technician,Isande Borrasca
L3317,29,0.23322289178610833,0.02120208107146439,29,Facilities,Facilities Group Manager,Bertrand Ovan
L3317,30,0.04068125845502792,0.003698296223184356,30,Security,Security Group Manager,Felix Resumir
L3317,33,0.037575084878558374,0.0034159168071416697,33,Engineering,Drill Technician,Brand Tempestad
L3317,34,0.1643446396969311,0.014940421790630098,34,Security,Perimeter Control,Edvard Vann
L3317,35,0.10376469326300765,0.009433153933000694,35,Executive,Environmental Safety Advisor,Willem Vasco-Pais
L3317,101,0.8772696801108966,0.07975178910099058,101,Truck Driver,Truck Driver,Truck Driver 101
L3317,104,0.4964693620094367,0.04513357836449424,104,Truck Driver,Truck Driver,Truck Driver 104
L3317,105,0.7347523434024044,0.06679566758203676,105,Truck Driver,Truck Driver,Truck Driver 105
L3317,106,4.80964935989752,0.4372408508997745,106,Truck Driver,Truck Driver,Truck Driver 106
L3317,107,0.5956708905558715,0.054151899141442854,107,Truck Driver,Truck Driver,Truck Driver 107
L3366,1,0.28950932372387284,0.013159514714721494,1,Information Technology,IT Helpdesk,Nils Calixto
L3366,2,1.7957476524780618,0.08162489329445737,2,Engineering,Engineer,Lars Azada
L3366,3,1.6478938901804367,0.07490426773547441,3,Engineering,Engineer,Felix Balas
L3366,4,0.12958592044567147,0.005890269111166886,4,Executive,SVP/CFO,Ingrid Barranco
L3366,5,0.15370212557499657,0.006986460253408936,5,Information Technology,IT Technician,Isak Baza
L3366,6,0.028582777462950792,0.0012992171574068543,6,Information Technology,IT Group Manager,Linnea Bergen
L3366,7,0.15931432415254235,0.007241560188751926,7,Engineering,Drill Technician,Elsa Orilla
L3366,8,0.03318388312244561,0.0015083583237475277,8,Information Technology,IT Technician,Lucas Alcazar
L3366,9,1.817856349171134,0.08262983405323338,9,Engineering,Drill Technician,Gustav Cazar
L3366,10,0.3315665889518678,0.015071208588721265,10,Executive,SVP/CIO,Ada Campo-Corrente
L3366,11,2.1285482086822305,0.09675219130373776,11,Engineering,Hydraulic Technician,Axel Calzas
L3366,12,0.04591808666039623,0.002087185757290738,12,Security,Site Control,Hideki Cocinaro
L3366,13,0.18918903310730006,0.008599501504877278,13,Security,Site Control,Inga Ferro
L3366,14,0.2603114976845795,0.011832340803844524,14,Engineering,Engineering Group Manager,Lidelse Dedos
L3366,15,0.3794417324673616,0.017247351475789166,15,Security,Site Control,Loreto Bodrogi
L3366,16,0.1523773302843521,0.00692624228565237,16,Security,Perimeter Control,Isia Vann
L3366,17,0.07313717864027841,0.0033244172109217463,17,Information Technology,IT Technician,Sven Flecha
L3366,18,0.14052698621656798,0.006387590282571273,18,Engineering,Geologist,Birgitta Frente
L3366,19,4.850808514946407,0.22049129613392762,19,Engineering,Hydraulic Technician,Vira Frente
L3366,20,0.1468722569380969,0.0066760116790044064,20,Security,Building Control,Stenig Fusil
L3366,21,0.4122259720156851,0.018737544182531145,21,Security,Perimeter Control,Hennie Osvaldo
L3366,22,1.0984714422290849,0.04993052010132205,22,Security,Badging Office,Adra Nubarron
L3366,23,1.0242271090441366,0.0465557776838244,23,Security,Badging Office,Varja Lagos
L3366,24,0.29039157865631343,0.013199617211650612,24,Security,Perimeter Control,Minke Mies
L3366,25,0.11487819760501877,0.005221736254773582,25,Engineering,Geologist,Kanon Herrero
L3366,26,0.03299926755905819,0.0014999667072299178,26,Engineering,Drill Site Manager,Marin Onda
L3366,27,0.08533702389073425,0.003878955631397012,27,Engineering,Drill Technician,Kare Orilla
L3366,28,1.2899415276341915,0.058633705801554165,28,Engineering,Drill Technician,Isande Borrasca
